linc_#,prop_class,area_city,community,address,status,list_price,postal_code,sold_date,sold_price,listing_id_#,dom,flrarea_sf,totflrarea,rooms_ag,bedrms_ag,beds,full_baths,half_baths,baths,ensuite,yr_built,style,front_exp,frontagem,fp_y_n,encl_park,parking,condo_name,construction_type,flooring,list_pr___sqft,#_finished_levels,cumulative_dom,cumulative_domls,days_on_mls,bsmt_dev,garage_y_n,price_per_sqft,sold_pr___list_pr_ratio,price,sold_price_sq_ft,buyer_firm_1_-_office_name,listing_firm_1_-_office_name,legal_block,legal_lot,lot_sq_metres,legal_plan,full_address,location,latitude,longitude
18647032,SF,Edmonton,Ritchie,9753 76 Avenue NW,S,139500,,2004-03-09,133000,E2331003,88,775.0,72.0,3,1,3,2,0,2.0,N,1928,BUNG,N,0.0,N,1,"Rear Drive Access, Single Garage Detached",,FRAME,Laminate Flooring,180.0,2,88,85,85,F-FIN,No,171.61,95.34,133000,171.61,RE/MAX Excellence,RE/MAX Excellence,2,3,0.0,2239X,"9753 76 Avenue NW, Edmonton, Alberta, Canada","9753, 76 Avenue NW, Ritchie, Mill Creek South, Greater Strathcona, Edmonton, Alberta, T6E 1M3, Canada",53.5121119,-113.4823398
15159651,SF,Edmonton,Montrose,12014 59 Street,S,299900,T5W 3Y2,2013-06-24,295000,E3340759,19,869.72,80.8,4,2,3,2,0,2.0,N,1953,BUNG,E,0.0,N,1,Single Garage Detached,,FRAME,"Laminate Flooring, Linoleum",344.82,2,19,19,19,F-FIN,Yes,339.19,98.37,295000,339.19,RE/MAX River City,RE/MAX River City,23,3,559.66,1854HW,"12014 59 Street, Edmonton, Alberta, Canada","12014, 59 Street NW, Montrose, Greater Highlands, Edmonton, Alberta, T5W 4C7, Canada",53.5734785,-113.4323835
10522408,SF,Edmonton,Dechene,18214 57 Avenue,S,369000,T6M 1V9,2011-02-15,360000,E3246567,47,1734.06,161.1,7,4,4,2,1,2.1,Y,1984,SPLT4,SE,0.0,Y,2,Double Garage Attached,,FRAME,"Carpet, Ceramic Tile, Laminate Flooring",212.79,3,47,47,47,U-FIN,Yes,207.6,97.56,360000,207.6,MaxWell Polaris,RE/MAX Excellence,23,48,721.54,8021945,"18214 57 Avenue, Edmonton, Alberta, Canada","18214, 57 Avenue NW, Dechene, Willowby, West Jasper Place, Edmonton, Alberta, T6M 2L9, Canada",53.4918452,-113.6377744
29186871,COND,Edmonton,Rossdale,412 9804 101 Street,S,275000,T5K 3X2,2010-02-15,265000,E3204244,106,906.32,84.2,4,2,2,1,0,1.0,N,2001,PENTH,S,0.0,N,1,Underground,Rossdale Court,FRAME,"Carpet, Linoleum",303.42,1,106,102,102,,No,292.39,96.36,265000,292.39,RE/MAX Elite,RE/MAX Real Estate,,,47.03,220462,"412 9804 101 Street, Edmonton, Alberta, Canada",,,
31417363,SF,Edmonton,Charlesworth,155 63 Street,S,399999,T6X 0B8,2017-11-25,390000,E4088294,15,1532.03,142.33,6,3,4,3,1,3.1,Y,2006,ST2,W,0.0,N,0,"Double Garage Detached, On Street",,FRAME,"Carpet, Hardwood",261.09,3,15,15,15,F-FIN,Yes,254.56,97.5,390000,254.56,REALTORSÂ® Association of Edmonton,Professional Realty Group,3,4,0.0,526195,"155 63 Street, Edmonton, Alberta, Canada","63 Street NW, McLeod, Casselman-Steele Heights, Edmonton, Alberta, T5A 2E9, Canada",53.611702,-113.4389163
38793220,DUPLEX,Edmonton,Desrochers Area,980 DANIELS Loop,S,499900,T6W 1A8,2025-01-12,490000,E4408908,101,1611.25,149.69,8,3,3,2,1,2.1,Y,2024,ST2,W,0.0,N,0,Double Garage Attached,,FRAME,"Carpet, Laminate Flooring, Non-Ceramic Tile",310.26,2,101,101,101,U-FIN,Yes,304.11,98.02,490000,304.11,Exp Realty,Century 21 All Stars Realty Ltd,4,136,362.96,2120166,"980 DANIELS Loop, Edmonton, Alberta, Canada","Daniels Loop SW, Desrochers, Heritage Valley, Edmonton, Alberta, T6W 1A7, Canada",53.3969713,-113.5435204
13663539,SF,Edmonton,Balwin,12840 81 Street,S,274900,T5C 1N2,2011-03-01,266500,E3251031,15,1047.44,97.31,6,3,4,2,0,2.0,N,1960,BUNG,E,14.9,N,3,"Double Garage Detached, Single Garage Detached",,FRAME,"Carpet, Laminate Flooring, Linoleum",262.45,2,15,14,14,F-FIN,Yes,254.43,96.94,266500,254.43,RE/MAX Elite,RE/MAX Real Estate,1,19,555.48,5964KS,"12840 81 Street, Edmonton, Alberta, Canada","12840, 81 Street NW, Balwin, Northern Mature Area, Edmonton, Alberta, T5C 1Y2, Canada",53.587192,-113.4656592
0037999794,COND,Edmonton,Rosenthal,#25 1075 ROSENTHAL Boulevard,S,358000,T5T 7G5,2022-10-06,353000,E4313629,21,1562.92,145.2,3,3,3,2,1,2.1,Y,2018,ST2,S,0.0,N,0,Double Garage Attached,The Strand in Rosenthal,FRAME,"Carpet, Ceramic Tile, Laminate Flooring",229.06,3,21,21,21,NBASE,Yes,225.86,98.6,353000,225.86,Century 21 Bamber Realty Ltd,Re/Max Excellence,,,204.71,1624197,"#25 1075 ROSENTHAL Boulevard, Edmonton, Alberta, Canada",,,
11110285,SF,Edmonton,Prince Rupert,11303 113A Avenue,S,299900,T5G 0J3,2008-11-26,289000,E3163560,55,1054.86,98.0,5,2,3,2,0,2.0,N,1952,BUNG,NE,0.0,N,2,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile, Hardwood",284.3,2,133,132,55,F-FIN,Yes,273.97,96.37,289000,273.97,Realty Executives North Star,RE/MAX Elite,13D,6,694.36,3299HW,"11303 113A Avenue, Edmonton, Alberta, Canada","11303, 113A Avenue NW, Prince Rupert, Western Mature Area, Edmonton, Alberta, T5G 2P9, Canada",53.5626213,-113.5163046
30170055,SF,Edmonton,Rutherford,12144 18 Avenue,S,399900,T6W 1L6,2008-03-11,399900,E3131623,13,1430.52,132.9,6,3,3,2,1,2.1,Y,2004,ST2,SW,0.0,Y,2,Double Garage Detached,,FRAME,"Carpet, Linoleum",279.55,2,13,12,12,U-FIN,Yes,279.55,100.0,399900,279.55,RE/MAX Advantage,RE/MAX Advantage,8,51,572.48,325366,"12144 18 Avenue, Edmonton, Alberta, Canada","12144, 18 Avenue SW, Rutherford, Heritage Point, Heritage Valley, Edmonton, Alberta, T6W 1P4, Canada",53.4161454,-113.5320889
15660384,SF,Edmonton,Wellington,12919 136 Avenue,S,314900,T5L 4B2,2010-11-21,283000,E3241430,42,1060.24,98.5,4,2,2,1,0,1.0,N,1959,BUNG,N,0.0,N,2,"Double Garage Detached, Over Sized",,FRAME,"Ceramic Tile, Hardwood, Laminate Flooring",297.01,1,42,42,42,P-FIN,Yes,266.92,89.87,283000,266.92,Bermont Realty (1983) Ltd,Bermont Realty (1983) Ltd,27,10,661.94,5570KS,"12919 136 Avenue, Edmonton, Alberta, Canada","12919, 136 Avenue NW, Wellington, Northern Mature Area, Edmonton, Alberta, T5L 3X6, Canada",53.5982141,-113.545227
30804728,COND,Edmonton,Belvedere,103 12838 65 Street,S,137000,T5A 5H3,2020-01-09,129000,E4176355,94,775.22,72.02,6,2,2,2,0,2.0,Y,2004,APART,E,0.0,N,1,"Heated, Parkade, Stall, Underground",Bonavista The,FRAME,"Carpet, Laminate Flooring",176.72,1,94,94,94,NBASE,No,166.41,94.16,129000,166.41,The Foundry Real Estate Company Ltd,RE/MAX Elite,,,48.56,426479,"103 12838 65 Street, Edmonton, Alberta, Canada",,,
31066590,SF,Edmonton,Griesbach,1412 Cyprus Way NW,S,499900,T5E 6N2,2010-02-18,495000,E3208849,29,2056.98,191.1,6,3,3,2,1,2.1,Y,2007,ST2,SW,0.0,Y,2,Double Garage Detached,,FRAME,"Ceramic Tile, Hardwood, Wall to Wall Carpet",243.03,2,111,111,29,U-FIN,Yes,240.64,99.02,495000,240.64,RE/MAX Elite,MaxWell Devonshire,8,6,412.84,522624,"1412 Cyprus Way NW, Edmonton, Alberta, Canada","1412, Cyprus Way NW, Griesbach, Edmonton, Alberta, T5E 6R8, Canada",53.6037565,-113.5008011
0039465183,SF,Edmonton,Secord,9332 229 Street,S,474500,T5T 4W8,2025-09-08,455000,E4444708,73,1396.08,129.7,7,3,3,2,1,2.1,Y,2025,ST2,E,0.0,N,0,Parking Pad Cement/Paved,,FRAME,"Carpet, Non-Ceramic Tile, Vinyl Plank",339.88,2,73,73,73,U-FIN,No,325.91,95.89,455000,325.91,Nationwide Realty Corp,MaxWell Challenge Realty,32,30,299.85,2320798,"9332 229 Street, Edmonton, Alberta, Canada","229 Street NW, Secord, Lewis Farms, Edmonton, Alberta, T5L 7R1, Canada",53.5369717,-113.7106421
25941873,COND,Edmonton,Royal Gardens,103 11415 41 Street NW,S,106900,,2002-04-20,104900,E2207775,1,871.88,81.0,5,2,2,1,0,1.0,N,1970,,N,0.0,N,0,Stall,Cedarbrae Gardens,BRICK,"Carpet, Linoleum",122.61,1,1,0,0,NBASE,No,120.32,98.13,104900,120.32,MaxWell Devonshire Realty,MaxWell Devonshire Realty,180,,0.0,9420614,"103 11415 41 Street NW, Edmonton, Alberta, Canada",,,
32748436,DUPLEX,Edmonton,South Terwillegar,4857 TERWILLEGAR Common,S,349900,T6R 3N9,2016-09-18,343000,E4029047,71,1337.95,124.3,5,2,2,2,1,2.1,Y,2009,ST2,N,7.5,Y,2,Double Garage Detached,,FRAME,"Carpet, Hardwood",261.52,2,71,71,71,U-FIN,Yes,256.36,98.03,343000,256.36,Homes & Gardens Real Estate Limited,RE/MAX Professionals,51,28,262.5,728680,"4857 TERWILLEGAR Common, Edmonton, Alberta, Canada","Terwillegar Common NW, South Terwillegar, Terwillegar Community, Terwillegar Heights, Edmonton, Alberta, T6R 0G5, Canada",53.4430613,-113.5770292
26848052,SF,Edmonton,Jamieson Place,19024 52 Avenue,S,399900,T6M 2R4,2006-10-31,399900,E3070835,32,1387.47,128.9,7,3,3,2,0,2.0,Y,1997,BUNG,S,0.0,Y,2,Double Garage Attached,,FRAME,"Carpet, Hardwood, Linoleum",288.22,1,32,32,32,U-FIN,Yes,288.22,100.0,399900,288.22,RE/MAX Excellence,RE/MAX Excellence,18,13,502.8,9623615,"19024 52 Avenue, Edmonton, Alberta, Canada","52 Avenue NW, Pleasantview, Edmonton, Alberta, T6H 0S4, Canada",53.4895909,-113.5130557
30569942,SF,Edmonton,Brintnell,15519 46 Street,S,439800,T5Y 3H4,2014-05-12,438000,E3372927,10,1934.27,179.7,7,3,4,3,1,3.1,Y,2005,ST2,W,11.1,N,2,Double Garage Attached,,FRAME,"Carpet, Laminate Flooring, Linoleum",227.37,3,10,8,8,F-FIN,Yes,226.44,99.59,438000,226.44,Royal Lepage Noralta Real Estate,RE/MAX Real Estate,10,37,433.61,424154,"15519 46 Street, Edmonton, Alberta, Canada","46 Street NW, Capilano, Greater Hardisty, Edmonton, Alberta, T6A 2E9, Canada",53.5557237,-113.4137664
14046445,COND,Edmonton,Oliver,905 9809 110 Street,S,212950,T5K 2J9,2005-05-02,207500,E3024319,47,1262.61,117.3,5,2,2,2,0,2.0,Y,1977,APART,W,0.0,Y,2,"On Street, Parkade, Stall, Underground, See Remarks",Westwind Est,PREFB,"Carpet, Laminate Flooring, Marble",168.66,1,47,45,45,NBASE,No,164.34,97.44,207500,164.34,MaxWell Challenge Realty,RE/MAX Advantage,,50,39.58,7723097,"905 9809 110 Street, Edmonton, Alberta, Canada",,,
30255583,COND,Edmonton,Terwillegar Towne,17 4731 TERWILLEGAR Common,S,339900,T6R 3L4,2008-08-06,319000,E3151083,45,1333.65,123.9,5,2,2,2,1,2.1,Y,2004,ST2,W,0.0,Y,2,Double Garage Attached,Black Stone,FRAME,"Carpet, Linoleum",254.87,3,45,43,43,F-FIN,Yes,239.19,93.85,319000,239.19,RE/MAX Real Estate Centre,RE/MAX River City,,,273.78,326152,"17 4731 TERWILLEGAR Common, Edmonton, Alberta, Canada",,,
0019207992,SF,Edmonton,Mayfield,11034 160 Street,S,299888,T5P 3G4,2022-01-23,283000,E4262266,136,846.04,78.6,5,2,4,2,0,2.0,N,1958,BUNG,N,0.0,Y,0,"Over Sized, Single Garage Detached",,FRAME,"Carpet, Laminate Flooring, Linoleum",354.46,2,136,135,135,F-FIN,Yes,334.5,94.37,283000,334.5,MaxWell Challenge Realty,2% Realty Pro,9,7,557.29,2778KS,"11034 160 Street, Edmonton, Alberta, Canada","11034, 160 Street NW, Mayfield, Jasper Place, Edmonton, Alberta, T5P 1G2, Canada",53.5570245,-113.5959939
11421138,COND,Edmonton,Belvedere,401 12841 65 Street,S,74900,T5A 4N4,2012-10-18,65000,E3308797,102,570.49,53.0,3,1,1,1,0,1.0,N,1981,APART,W,0.0,N,0,,Burlington Tower,CONCR,"Carpet, Linoleum",131.29,1,102,98,98,,No,113.94,86.78,65000,113.94,Pat Mooney Real Estate Ltd,RE/MAX Real Estate,,,23.51,8321676,"401 12841 65 Street, Edmonton, Alberta, Canada",,,
15562672,SF,Edmonton,Meadowlark Park,9322 157 Street,S,238500,T5R 2B1,2006-07-13,268000,E3063080,8,1200.17,111.5,6,3,3,2,0,2.0,N,1957,BUNG,E,0.0,N,2,"Double Garage Detached, Front Drive Access",,FRAME,"Carpet, Hardwood",198.72,2,8,7,7,F-FIN,Yes,223.3,112.37,268000,223.3,MaxWell Challenge Realty,Century 21 All Stars Realty Ltd,31,23,603.58,2034KS,"9322 157 Street, Edmonton, Alberta, Canada","157 Street NW, Britannia Youngstown, Jasper Place, Edmonton, Alberta, T5P 0W3, Canada",53.5505611,-113.5921104
29637576,SF,Edmonton,Haddow,504 HUNTERS Green,S,279000,T6R 3J5,2005-08-16,272800,E3031834,84,2005.96,186.36,7,3,3,2,1,2.1,Y,2004,ST2,N,0.0,Y,2,Double Garage Attached,,FRAME,"Carpet, Linoleum",139.09,2,84,82,82,U-FIN,Yes,135.99,97.78,272800,135.99,MaxWell Polaris,RE/MAX Real Estate Centre,12,39,373.88,227188,"504 HUNTERS Green, Edmonton, Alberta, Canada","Hunters Green, Terwillegar Heights, Edmonton, Alberta, Canada",53.456995,-113.5937694
28071926,COND,Edmonton,Rideau Park,406 10511 42 Avenue,S,167500,T6J 7G8,2005-11-18,166000,E3045137,13,1050.02,97.55,5,2,2,2,0,2.0,Y,1998,APART,W,0.0,Y,0,,Grande Whitemud,FRAME,"Carpet, Linoleum",159.52,1,13,13,13,,No,158.09,99.1,166000,158.09,RE/MAX Advantage,RE/MAX Advantage,83,,67.26,9925205,"406 10511 42 Avenue, Edmonton, Alberta, Canada",,,
0016272395,SF,Edmonton,Kilkenny,15011 67 Street,S,488888,T5C 0C9,2025-05-05,500000,E4431915,14,1065.63,99.0,7,3,6,2,0,2.0,N,1969,BUNG,W,0.0,N,2,"Double Garage Detached, Over Sized",,FRAME,"Hardwood, Linoleum",458.78,2,59,59,14,F-FIN,Yes,469.21,102.27,500000,469.21,RE/MAX Real Estate,RE/MAX Elite,29,36,0.0,6143NY,"15011 67 Street, Edmonton, Alberta, Canada","15011, 67 Street NW, Kilkenny, Londonderry, Northern Mature Area, Edmonton, Alberta, T5C 3E5, Canada",53.6119069,-113.4437689
0035248955,COND,Edmonton,Griesbach,5004 DEWOLF Road,S,360000,T5E 6R4,2025-02-20,355000,E4418100,36,1332.46,123.79,6,3,3,2,2,2.2,Y,2011,ST2,S,0.0,N,2,Double Garage Detached,Victory Lane,FRAME,"Carpet, Laminate Flooring",270.18,3,36,36,36,F-FIN,Yes,266.42,98.61,355000,266.42,Sweetly,Sweetly,,,262.8,1222367,"5004 DEWOLF Road, Edmonton, Alberta, Canada","Dewolf Road NW, Griesbach, Edmonton, Alberta, T5E 4W3, Canada",53.6001014,-113.5074773
11458742,COND,Edmonton,Bisset,105 4003 26 Avenue,S,115900,T6L 5L9,2014-08-13,113000,E3385707,9,656.6,61.0,4,1,1,1,0,1.0,N,1981,APART,SE,0.0,Y,0,Stall,Ridgewood Gardens,FRAME,"Carpet, Laminate Flooring, Linoleum",176.52,1,9,9,9,,No,172.1,97.5,113000,172.1,RE/MAX Excellence,Rhinorealty,,,71.6,8420896,"105 4003 26 Avenue, Edmonton, Alberta, Canada",,,
35026707,SF,Edmonton,Laurel,1651 28 Street,S,549900,T6T 0R7,2025-01-22,532000,E4403323,152,1809.2,168.08,7,3,3,2,1,2.1,Y,2014,ST2,W,0.0,N,0,"Double Garage Attached, Insulated",,FRAME,Laminate Flooring,303.95,2,152,152,152,U-FIN,Yes,294.05,96.74,532000,294.05,MaxWell Polaris,RE/MAX Elite,10,19,0.0,1125515,"1651 28 Street, Edmonton, Alberta, Canada","28 Street NW, Larkspur, West Meadows, The Meadows, Edmonton, Alberta, T6T 1G7, Canada",53.4763662,-113.3824035
19899301,SF,Edmonton,Twin Brooks,424 Twin Brooks Crescent,S,850000,T6J 6V2,2018-02-28,815000,E4084515,146,2970.84,276.0,10,3,5,3,0,3.0,Y,1992,BUNG,W,0.0,Y,2,Double Garage Attached,,FRAME,"Ceramic Tile, Linoleum, Wall to Wall Carpet",286.11,3,146,146,146,F-FIN,Yes,274.33,95.88,815000,274.33,Royal Lepage Noralta Real Estate,Royal Lepage Noralta Real Estate,20,39,0.0,9122811,"424 Twin Brooks Crescent, Edmonton, Alberta, Canada","424, Twin Brooks Crescent NW, Twin Brooks, South Ravine Pointe, Kaskitayo, Edmonton, Alberta, T6J 6V2, Canada",53.445585,-113.5275419
25655558,COND,Edmonton,Kiniski Gardens,3448 43 Avenue,S,219900,T6L 6W9,2017-11-16,208000,E4086111,27,610.31,56.7,4,1,3,1,1,1.1,N,1993,BLEVL,NE,0.0,Y,0,2 Outdoor Stalls,Kirkwood Junction,FRAME,"Carpet, Ceramic Tile, Hardwood",360.31,2,120,118,27,F-FIN,No,340.81,94.59,208000,340.81,Royal Lepage Noralta Real Estate,RE/MAX Elite,7,,0.0,9322791,"3448 43 Avenue, Edmonton, Alberta, Canada","3448, 43 Avenue NW, Kiniski Gardens, Burnewood, Mill Woods, Edmonton, Alberta, T6L 5W9, Canada",53.4805358,-113.394523
0036022168,COND,Edmonton,Laurel,212 3353 16A Avenue,S,194500,T6T 0X4,2023-07-24,195000,E4343968,49,837.43,77.8,4,2,2,2,0,2.0,Y,2013,APART,N,0.0,N,1,"Heated, Underground",Elements At Laurel Crossing The,FRAME,"Carpet, Laminate Flooring, Linoleum",232.26,4,49,49,49,NBASE,No,232.85,100.26,195000,232.85,Century 21 All Stars Realty Ltd,Century 21 All Stars Realty Ltd,,,90.58,1420370,"212 3353 16A Avenue, Edmonton, Alberta, Canada",,,
0036745538,COND,Edmonton,Charlesworth,303 5521 7 Avenue,S,160000,T6X 2A8,2025-02-25,155500,E4418987,33,555.52,51.61,4,1,1,1,0,1.0,Y,2014,APART,E,0.0,N,0,Stall,Elements at Willowhaven,FRAME,Vinyl Plank,288.02,1,139,139,33,NBASE,No,279.92,97.19,155500,279.92,Royal LePage Noralta Real Estate,MaxWell Polaris,,,47.71,1523222,"303 5521 7 Avenue, Edmonton, Alberta, Canada",,,
34861526,DUPLEX,Edmonton,Grovenor,10437 149 Street,S,434900,T5P 1L7,2022-05-11,425000,E4284850,40,1535.04,142.61,7,3,4,3,1,3.1,Y,2011,ST2,W,0.0,N,0,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile, Hardwood",283.32,3,40,40,40,F-FIN,Yes,276.87,97.72,425000,276.87,Sarasota Realty,Jaffer Realty Inc,10,9A,357.91,1123545,"10437 149 Street, Edmonton, Alberta, Canada","10437, 149 Street NW, Grovenor, Western Mature Area, Edmonton, Alberta, T5P 1P1, Canada",53.5474392,-113.577623
0031133424,SF,Edmonton,Brintnell,4614 164 Avenue,S,409900,T5Y 0A5,2023-03-24,402000,E4328822,29,1499.63,139.32,7,3,3,2,1,2.1,Y,2006,ST2,S,0.0,Y,2,Double Garage Attached,,FRAME,"Carpet, Linoleum, Vinyl Plank",273.33,3,113,112,28,U-FIN,Yes,268.07,98.07,402000,268.07,Spalk Real Estate,Homes & Gardens Real Estate Limited,25,35,0.0,0523420,"4614 164 Avenue, Edmonton, Alberta, Canada",,,
15137053,SF,Edmonton,Homesteader,52 Henry Avenue,S,309900,T5A 2X9,2017-12-04,295000,E4084875,57,1345.7,125.02,3,3,4,2,0,2.0,Y,1975,BUNG,S,0.0,Y,0,Single Garage Attached,,FRAME,"Laminate Flooring, Linoleum",230.29,2,57,57,57,P-FIN,Yes,219.22,95.19,295000,219.22,RE/MAX Real Estate,Century 21 A.L.L. Stars Realty Ltd,15,49,0.0,4907TR,"52 Henry Avenue, Edmonton, Alberta, Canada","52, Henry Avenue NW, Homesteader, Hermitage, Edmonton, Alberta, T5A 3M9, Canada",53.5863334,-113.4021732
26072991,COND,Edmonton,Queen Mary Park,249 10520 120 Street NW,S,116900,T2M 2T8,2004-05-26,111842,E2408476,62,874.03,81.2,5,2,2,2,0,2.0,Y,1994,,S,0.0,N,0,Single Carport,Pointe Uptown The,FRAME,"Carpet, Linoleum",133.75,1,62,61,61,NBASE,No,127.96,95.67,111842,127.96,RE/MAX Real Estate,Realty Executives Synergy,211,,0.0,9422090,"249 10520 120 Street NW, Edmonton, Alberta, Canada",,,
12047593,COND,Edmonton,Greenview,5971 40 Avenue NW,S,72000,T6L 3P6,2002-08-15,70000,E2213100,55,914.93,85.0,4,1,1,1,0,1.0,N,1979,ST2,W,0.0,Y,0,Stall,Greenview Terrace,FRAME,"Linoleum, Wall to Wall Carpet",78.69,1,55,51,51,U-FIN,No,76.51,97.22,70000,76.51,Royal Lepage Noralta Real Estate,Royal Lepage Noralta Real Estate,16,,0.0,8022777,"5971 40 Avenue NW, Edmonton, Alberta, Canada","5971, 40 Avenue NW, Greenview, Woodvale, Mill Woods, Edmonton, Alberta, T6L 3P5, Canada",53.4772662,-113.4285933
16420234,SF,Edmonton,Glenwood,9532 157 Street,S,318000,T5P 2S9,2011-04-15,310000,E3256049,19,1045.61,97.14,5,3,5,2,0,2.0,N,1959,BUNG,E,0.0,N,2,Double Garage Detached,,FRAME,"Carpet, Linoleum",304.13,2,19,15,15,F-FIN,Yes,296.48,97.48,310000,296.48,RE/MAX River City,RE/MAX Real Estate,24,16,687.16,6077KS,"9532 157 Street, Edmonton, Alberta, Canada","157 Street NW, Britannia Youngstown, Jasper Place, Edmonton, Alberta, T5P 0W3, Canada",53.5505611,-113.5921104
0032821019,COND,Edmonton,Larkspur,212 4403 23 Street,S,169800,T5T 0E4,2022-09-09,152000,E4302923,67,879.52,81.71,5,2,2,2,0,2.0,Y,2006,APART,N,0.0,N,0,"Heated, Single Indoor, Underground",Aspen Meadows II,FRAME,"Carpet, Ceramic Tile",193.06,1,67,67,67,NBASE,No,172.82,89.52,152000,172.82,RE/MAX River City,RE/MAX Elite,,,0.0,724479,"212 4403 23 Street, Edmonton, Alberta, Canada",,,
0015469729,SF,Edmonton,Parkdale,11632 86 Street NW,S,420000,T5B 3J6,2022-03-14,400000,E4279363,13,1544.3,143.47,5,3,3,2,1,2.1,Y,2007,ST2,E,0.0,Y,2,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile, Hardwood",271.97,2,13,13,13,U-FIN,Yes,259.02,95.24,400000,259.02,Notably Real Estate,Realty ONE Group Metro,88,21,0.0,RN43B,"11632 86 Street NW, Edmonton, Alberta, Canada","11632, 86 Street NW, Parkdale, Avenue District, Edmonton, Alberta, T5B 0T5, Canada",53.568089,-113.4734348
0017162124,SF,Edmonton,Satoo,2123 79 Street,S,329800,T6K 2E7,2023-03-29,331000,E4332720,5,1184.78,110.07,6,3,4,2,1,2.1,Y,1975,BUNG,W,0.0,Y,0,"Double Garage Detached, On Street, Parking Pad Cement/Paved",,FRAME,"Carpet, Ceramic Tile, Linoleum",278.36,2,5,5,5,F-FIN,Yes,279.38,100.36,331000,279.38,MaxWell Polaris,Royal LePage Noralta Real Estate,13,5,594.79,4997TR,"2123 79 Street, Edmonton, Alberta, Canada","2123, 79 Street NW, Satoo, Knottwood, Mill Woods, Edmonton, Alberta, T6K 4C3, Canada",53.4514081,-113.4523087
31824907,COND,Edmonton,South Terwillegar,7 5281 Terwillegar Boulevard,S,284900,T6R 0C5,2009-04-30,268000,E3179302,40,1330.42,123.6,5,3,3,1,1,1.1,N,2005,ST2,N,0.0,N,1,"Rear Drive Access, Single Garage Detached",Village At Terwillegar Towne,FRAME,"Carpet, Linoleum",214.14,2,40,38,38,U-FIN,Yes,201.44,94.07,268000,201.44,RE/MAX Real Estate Centre,RE/MAX Excellence,2,,249.44,624553,"7 5281 Terwillegar Boulevard, Edmonton, Alberta, Canada",,,
10845445,SF,Edmonton,Oleskiw,322 Wolf Ridge PT,S,890000,T5T 5R7,2021-07-30,890000,E4254930,1,3044.03,282.8,10,4,5,6,0,6.0,Y,1988,ST2,NW,0.0,Y,0,"Heated, On Street, Triple Garage Attached",,FRAME,"Carpet, Ceramic Tile, Hardwood",292.38,3,1,1,1,F-FIN,Yes,292.38,100.0,890000,292.38,RE/MAX Real Estate,Vima Realty,8,109,0.0,8820328,"322 Wolf Ridge PT, Edmonton, Alberta, Canada","Wolf Ridge Point NW, Oleskiw, Wolf Willow, West Jasper Place, Edmonton, Alberta, T5T 4J5, Canada",53.5010731,-113.6007252
11187374,SF,Edmonton,Strathcona,9756 83 Avenue,S,339702,T6E 2B5,2021-05-07,325000,E4231800,59,847.55,78.74,5,2,2,1,0,1.0,N,1923,BUNG,S,0.0,N,0,"Double Garage Detached, Insulated",,FRAME,"Hardwood, Linoleum",400.8,1,59,59,59,U-FIN,Yes,383.46,95.67,325000,383.46,RE/MAX Elite,RE/MAX Elite,74,2,400.21,6813AL,"9756 83 Avenue, Edmonton, Alberta, Canada","9756, 83 Avenue NW, Strathcona, Greater Strathcona, Edmonton, Alberta, T6E 1S8, Canada",53.5190501,-113.4821835
0031915201,SF,Edmonton,Ambleside,606 ADAMS Way,S,648900,T6W 0H1,2022-09-30,640000,E4310082,42,2438.78,226.57,7,3,5,3,1,3.1,Y,2007,ST2,E,0.0,Y,0,"Double Garage Attached, Heated, Insulated",,FRAME,"Carpet, Ceramic Tile, Hardwood",266.08,3,42,42,42,F-FIN,Yes,262.43,98.63,640000,262.43,RE/MAX River City,MaxWell Challenge Realty,7,29,390.13,0625495,"606 ADAMS Way, Edmonton, Alberta, Canada","Adams Way SW, Ambleside, Windermere, Edmonton, Alberta, T6W 2P3, Canada",53.4310658,-113.6135833
16756876,SF,Edmonton,Wellington,13528 128 Street,S,325000,T5L 1G2,2008-04-18,310000,E3133522,41,1097.92,102.0,5,3,4,2,0,2.0,N,1961,BUNG,NE,0.0,N,2,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile, Linoleum",296.01,2,41,41,41,P-FIN,Yes,282.35,95.38,310000,282.35,MaxWell Devonshire Realty,RE/MAX Excellence,27,20,531.88,5570KS,"13528 128 Street, Edmonton, Alberta, Canada","13528, 128 Street NW, Wellington, Northern Mature Area, Edmonton, Alberta, T5L 3X6, Canada",53.5974136,-113.5429535
13948427,SF,Edmonton,Oleskiw,71 WAKINA Drive,S,769000,T5T 2X4,2012-10-06,750000,E3313019,47,2228.13,207.0,8,4,4,2,1,2.1,Y,1980,ST2,N,0.0,Y,2,Double Garage Attached,,FRAME,"Ceramic Tile, Hardwood",345.13,2,47,46,46,F-FIN,Yes,336.61,97.53,750000,336.61,RE/MAX Real Estate,RE/MAX Excellence,6,6,631.49,7820380,"71 WAKINA Drive, Edmonton, Alberta, Canada","71, Wakina Drive NW, Oleskiw, Wolf Willow, West Jasper Place, Edmonton, Alberta, T5T 4J5, Canada",53.5027501,-113.60855
