linc_#,prop_class,area_city,community,address,status,list_price,postal_code,sold_date,sold_price,listing_id_#,dom,flrarea_sf,totflrarea,rooms_ag,bedrms_ag,beds,full_baths,half_baths,baths,ensuite,yr_built,style,front_exp,frontagem,fp_y_n,encl_park,parking,condo_name,construction_type,flooring,list_pr___sqft,#_finished_levels,cumulative_dom,cumulative_domls,days_on_mls,bsmt_dev,garage_y_n,price_per_sqft,sold_pr___list_pr_ratio,price,sold_price_sq_ft,buyer_firm_1_-_office_name,listing_firm_1_-_office_name,legal_block,legal_lot,lot_sq_metres,legal_plan,full_address,location,latitude,longitude
0019731059,SF,Edmonton,Lee Ridge,801 LEE_RIDGE Road,S,373800,T6K 0P9,2019-08-30,357000,E4168980,22,1609.85,149.56,9,3,4,3,0,3.0,Y,1974,BUNG,E,16.8,Y,2,Double Garage Attached,,FRAME,"Carpet, Laminate Flooring, Linoleum",232.2,2,22,21,21,P-FIN,Yes,221.76,95.51,357000,221.76,MaxWell Polaris,Royal Lepage Noralta Real Estate,20,20,626.97,2543TR,"801 LEE_RIDGE Road, Edmonton, Alberta, Canada","801, Lee Ridge Road NW, Lee Ridge, Millbourne, Mill Woods, Edmonton, Alberta, T6K 0P9, Canada",53.4725162,-113.4405674
0013212196,SF,Edmonton,York,6115 141 Avenue,S,410000,T5A 1H9,2023-09-25,390776,E4357339,18,1076.39,100.0,6,3,5,2,0,2.0,N,1967,BUNG,N,0.0,Y,3,"Double Garage Detached, Single Garage Detached",,FRAME,"Carpet, Ceramic Tile, Hardwood",380.9,2,129,129,18,F-FIN,Yes,363.04,95.31,390776,363.04,NAI Commercial Real Estate Inc,RE/MAX River City,12,5,557.45,5631MC,"6115 141 Avenue, Edmonton, Alberta, Canada","6115, 141 Avenue NW, York, Casselman-Steele Heights, Edmonton, Alberta, T5A 1P3, Canada",53.6029647,-113.4366323
15591572,SF,Edmonton,Garneau,10931 81 Avenue NW,S,245000,T6G 0S1,2002-03-08,240000,E2203271,14,1449.9,134.7,7,3,3,1,1,1.1,N,1942,ST2,N,10.0,N,2,Double Garage Detached,,FRAME,Hardwood,168.98,2,14,11,11,U-FIN,Yes,165.53,97.96,240000,165.53,MaxWell Devonshire Realty,RE/MAX Excellence,141,27,0.0,I23,"10931 81 Avenue NW, Edmonton, Alberta, Canada","10931, 81 Avenue NW, Garneau, Greater Strathcona, Edmonton, Alberta, T6G 0S8, Canada",53.5169753,-113.5134714
29692472,SF,Edmonton,Canossa,11842 173A Avenue,S,199900,T5X 6G2,2005-01-27,196500,E3018621,24,1117.29,103.8,5,2,2,1,0,1.0,N,2003,BLEVL,S,8.3,N,2,Double Garage Attached,,FRAME,"Ceramic Tile, Laminate Flooring",178.91,1,24,23,23,U-FIN,Yes,175.87,98.3,196500,175.87,Citation Real Estate,RE/MAX Real Estate,94,23,460.04,227589,"11842 173A Avenue, Edmonton, Alberta, Canada","11842, 173A Avenue NW, Canossa, Castle Downs, Edmonton, Alberta, T5X 4L9, Canada",53.6357775,-113.5281201
0028981554,SF,Edmonton,Blackmud Creek,1420 BISHOP Point(e),S,789000,T6W 1H3,2024-05-04,739000,E4373626,76,2621.12,243.51,8,4,4,3,1,3.1,Y,2002,ST2,E,0.0,N,0,Double Garage Attached,,FRAME,"Ceramic Tile, Hardwood, Laminate Flooring",301.02,3,76,76,76,F-FIN,Yes,281.94,93.66,739000,281.94,Grassroots Realty Group,MaxWell Polaris,1,101,713.0,0123980,"1420 BISHOP Point(e), Edmonton, Alberta, Canada",,,
10586601,SF,Edmonton,Dunluce,288 DUNLUCE Road,S,339999,T5X 4P3,2012-05-11,332500,E3289937,81,1205.56,112.0,6,3,4,2,0,2.0,N,1982,SPLT4,S,0.0,N,2,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile, Hardwood",282.03,4,81,81,81,F-FIN,Yes,275.81,97.79,332500,275.81,Royal Lepage Noralta Real Estate,RE/MAX Elite,57,99,568.37,7822562,"288 DUNLUCE Road, Edmonton, Alberta, Canada","288, Dunluce Road NW, Dunluce, Castle Downs, Edmonton, Alberta, T5X 4L9, Canada",53.6269392,-113.5325079
34849612,DUPLEX,Edmonton,Chappelle Area,458 CHAPPELLE Drive SW,S,319900,T6W 2B3,2016-11-10,315900,E4043013,6,1474.65,137.0,6,2,2,2,1,2.1,Y,2012,ST2,S,0.0,N,0,Single Garage Detached,,FRAME,"Carpet, Ceramic Tile, Hardwood",216.93,2,6,6,6,U-FIN,Yes,214.22,98.75,315900,214.22,RE/MAX River City,RE/MAX River City,1,22,213.0,1123295,"458 CHAPPELLE Drive SW, Edmonton, Alberta, Canada","Chappelle Drive SW, Chappelle, Heritage Valley, Edmonton, Alberta, T6W 2N4, Canada",53.4022503,-113.5734289
15250178,COND,Edmonton,Oliver,803 9909 110 Street NW,S,149800,T5J 2R4,2004-06-25,149000,E2412205,59,1065.63,99.0,5,2,2,2,0,2.0,Y,1972,,NW,0.0,N,1,Underground,Westcliffe Arms,PREFB,"Carpet, Linoleum",140.57,1,59,56,56,,No,139.82,99.47,149000,139.82,RE/MAX Real Estate,RE/MAX Real Estate,27,,0.0,CD6344,"803 9909 110 Street NW, Edmonton, Alberta, Canada",,,
0011115269,SF,Edmonton,Duggan,10323 40 Avenue,S,458000,T6J 6K7,2023-01-28,450000,E4324809,10,1279.4,118.86,6,3,4,3,0,3.0,Y,1985,SPLT4,N,0.0,N,0,Double Garage Attached,,FRAME,"Carpet, Hardwood",357.98,4,10,9,9,F-FIN,Yes,351.73,98.25,450000,351.73,MaxWell Devonshire Realty,MaxWell Devonshire Realty,33,12,505.0,8421923,"10323 40 Avenue, Edmonton, Alberta, Canada","40 Avenue NW, Greenfield, Edmonton, Alberta, T6J 0R5, Canada",53.4761257,-113.5285391
0011826211,SF,Edmonton,Kiniski Gardens,61 KINISKI Crescent,S,299000,T6L 5E3,2022-08-16,300000,E4307914,11,934.95,86.86,5,2,2,1,0,1.0,N,1985,SPLT4,N,0.0,N,0,Double Garage Detached,,FRAME,"Carpet, Laminate Flooring",319.8,3,11,11,11,P-FIN,Yes,320.87,100.33,300000,320.87,2% Realty Pro,MaxWell Polaris,34,49,354.44,8121673,"61 KINISKI Crescent, Edmonton, Alberta, Canada","61, Kiniski Crescent NW, Kiniski Gardens, Burnewood, Mill Woods, Edmonton, Alberta, T6L 5Y6, Canada",53.4785168,-113.4011972
10740330,SF,Edmonton,Bulyea Heights,405 BUCHANAN Road NW,S,229800,T6R 1Z6,2000-01-19,220000,E2001190,1,2244.27,208.5,7,3,3,2,1,2.1,N,1988,ST2,N,16.5,Y,2,"Double Garage Detached, Over Sized",,FRAME,"Ceramic Tile, Linoleum, Wall to Wall Carpet",102.39,2,87,84,0,U-FIN,Yes,98.03,95.74,220000,98.03,RE/MAX River City,RE/MAX Real Estate Centre,126,85,0.0,8821882,"405 BUCHANAN Road NW, Edmonton, Alberta, Canada","405, Buchanan Road NW, Bulyea Heights, Riverbend, Edmonton, Alberta, T6R 2L4, Canada",53.4712724,-113.5724607
11444429,COND,Edmonton,Meyonohk,151 2703 79 Street,S,143900,T6K 3Z6,2018-07-06,143500,E4116664,21,1013.74,94.18,1,1,1,1,0,1.0,N,1982,BUNG,W,0.0,N,0,Stall,Emerald Place II,FRAME,"Carpet, Laminate Flooring, Linoleum",141.95,1,21,21,21,NBASE,No,141.55,99.72,143500,141.55,The Good Real Estate Company,MaxWell Polaris,,,259.76,8421294,"151 2703 79 Street, Edmonton, Alberta, Canada",,,
14717276,SF,Edmonton,Hazeldean,9839 64 Avenue,S,354900,T6E 0J4,2015-11-12,346500,E3434063,42,984.9,91.5,3,3,3,2,0,2.0,N,1956,BUNG,N,0.0,N,0,Triple Garage Detached,,FRAME,"Ceramic Tile, Hardwood",360.34,1,42,42,42,U-FIN,Yes,351.81,97.63,346500,351.81,Century 21 Vantage Realty Ltd,Sterling Real Estate,29,15,816.36,6045HW,"9839 64 Avenue, Edmonton, Alberta, Canada","64 Avenue NW, Southeast Industrial, South Industrial District, Edmonton, Alberta, T6P 0E4, Canada",53.5011989,-113.384757
29534519,SF,Edmonton,Chambery,10620 183 Avenue,S,229900,,2003-09-13,229900,E2324161,0,1642.57,152.6,7,4,4,2,1,2.1,N,2003,ST2,,0.0,N,2,Double Garage Attached,,FRAME,"Ceramic Tile, Hardwood, Wall to Wall Carpet",139.96,2,0,0,0,U-FIN,Yes,139.96,100.0,229900,139.96,Realty Executives North Star,Realty Executives North Star,89,72,0.0,226018,"10620 183 Avenue, Edmonton, Alberta, Canada",,,
33941436,SF,Edmonton,Windermere,605 WINDERMERE Crest,S,894900,T6W 0T2,2014-05-21,885000,E3369650,38,2880.42,267.6,8,3,3,3,0,3.0,Y,2014,ST2,NE,0.0,Y,3,Triple Garage Attached,,FRAME,"Carpet, Hardwood, Non-Ceramic Tile",310.68,2,38,37,37,U-FIN,Yes,307.25,98.89,885000,307.25,Royal Lepage Noralta Real Estate,Sellerinvite.Com (Edmonton),2,42,633.91,926441,"605 WINDERMERE Crest, Edmonton, Alberta, Canada",,,
14652978,SF,Edmonton,Delwood,6807 136 Avenue,S,340000,T5C 2J8,2016-06-17,328000,E4022420,26,1177.03,109.35,3,3,3,1,1,1.1,Y,1966,BUNG,N,0.0,N,0,Double Garage Detached,,FRAME,"Hardwood, Marble",288.86,1,26,25,25,P-FIN,Yes,278.67,96.47,328000,278.67,MaxWell Devonshire,RE/MAX Real Estate,5,3,0.0,6338MC,"6807 136 Avenue, Edmonton, Alberta, Canada","6807, 136 Avenue NW, Delwood, Northern Mature Area, Edmonton, Alberta, T5C 3C7, Canada",53.5984063,-113.4468063
34667196,SF,Edmonton,Chambery,10748 174 Avenue,S,990000,T5X 0C1,2021-05-14,975000,E4241760,3,3014.0,280.01,8,3,4,3,2,3.2,Y,2012,ST2,S,0.0,Y,0,"Double Garage Attached, Heated, Insulated, Over Sized",,FRAME,"Ceramic Tile, Hardwood, Laminate Flooring",328.47,3,3,3,3,F-FIN,Yes,323.49,98.48,975000,323.49,RE/MAX Elite,Royal Lepage Arteam Realty,85,48,621.35,1120656,"10748 174 Avenue, Edmonton, Alberta, Canada","174 Avenue NW, Klarvatten, Lake District, Edmonton, Alberta, T5Z 3R4, Canada",53.6357464,-113.476083
35172832,COND,Edmonton,Silver Berry,218 396 Silverberry Road,S,223900,T6T 0H1,2014-05-14,220500,E3371117,20,870.8,80.9,4,2,2,2,0,2.0,Y,2010,APART,N,0.0,N,0,"Stall, Underground",Village On The Park,FRAME,"Carpet, Linoleum",257.12,4,20,20,20,NBASE,No,253.22,98.48,220500,253.22,Homes & Gardens Real Estate Limited,RE/MAX Elite,,,0.0,1024214,"218 396 Silverberry Road, Edmonton, Alberta, Canada",,,
14384953,COND,Edmonton,Casselman,5334 146 Avenue,S,219900,T5A 3L6,2016-11-15,214000,E4041687,25,1151.74,107.0,5,2,2,1,1,1.1,N,1977,SPLT4,E,0.0,N,0,Single Garage Attached,Hillside Terrace,FRAME,"Carpet, Laminate Flooring, Linoleum",190.93,4,25,25,25,P-FIN,Yes,185.81,97.32,214000,185.81,Schmidt Realty Group Inc,Realty Executives Encore,2,,0.0,7720098,"5334 146 Avenue, Edmonton, Alberta, Canada","5334, 146 Avenue NW, Casselman, Casselman-Steele Heights, Edmonton, Alberta, T5A 4R6, Canada",53.6089779,-113.4217392
12045184,SF,Edmonton,La Perle,18516 96 Avenue,S,494000,T5T 4M4,2007-05-07,489000,E3087216,25,1270.14,118.0,5,2,4,2,0,2.0,N,1984,BLEVL,S,0.0,Y,2,Double Garage Attached,,FRAME,"Carpet, Ceramic Tile, Laminate Flooring",388.93,2,25,23,23,F-FIN,Yes,385.0,98.99,489000,385.0,RE/MAX River City,RE/MAX River City,53,32,595.08,8022785,"18516 96 Avenue, Edmonton, Alberta, Canada","18516, 96 Avenue NW, La Perle, West Jasper Place, Edmonton, Alberta, T5T 3T9, Canada",53.5318041,-113.6425275
34645235,SF,Edmonton,Allard,1720 Adamson Crescent SW,S,1200000,T6W 1Z4,2014-02-05,1000000,E3346565,196,2959.0,274.9,8,3,5,3,1,3.1,Y,2013,ST2,W,0.0,Y,3,Triple Garage Attached,,FRAME,"Carpet, Ceramic Tile, Hardwood",405.54,3,196,196,196,F-FIN,Yes,337.95,83.33,1000000,337.95,Realtors Association of Edmont,RE/MAX Real Estate,14,27,0.0,1120118,"1720 Adamson Crescent SW, Edmonton, Alberta, Canada","Adamson Crescent SW, Allard, Heritage Valley, Edmonton, Alberta, T6W 2N7, Canada",53.4024143,-113.5138273
31457740,SF,Edmonton,Canossa,11238 167A Avenue,S,389000,T5X 0A8,2007-02-27,383000,E3080920,10,1102.98,102.47,5,3,3,2,0,2.0,Y,2007,BLEVL,S,0.0,N,0,Double Garage Attached,,FRAME,"Carpet, Linoleum",352.68,1,10,8,8,U-FIN,Yes,347.24,98.46,383000,347.24,Professional Realty Group,Century 21 Platinum Realty,94,28,370.95,526416,"11238 167A Avenue, Edmonton, Alberta, Canada","11238, 167A Avenue NW, Canossa, Castle Downs, Edmonton, Alberta, T5X 4L9, Canada",53.6300502,-113.5183087
14731541,COND,Edmonton,Kameyosek,1 LAKEWOOD Village,S,109900,T6K 2B3,2005-06-17,103500,E3029310,46,1030.11,95.7,6,3,3,1,1,1.1,N,1975,ST2,N,0.0,N,0,Stall,Lakewood Village,FRAME,"Carpet, Linoleum",106.69,2,46,43,43,P-FIN,No,100.48,94.18,103500,100.48,MaxWell Polaris,Century 21 All Stars Realty Ltd,,1,272.52,7620990,"1 LAKEWOOD Village, Edmonton, Alberta, Canada","Lakewood Village, Mill Woods, Edmonton, Alberta, Canada",53.4594203,-113.4397239
10603322,SF,Edmonton,Duggan,10943 34A Avenue,S,409900,T6J 2T9,2014-11-07,400000,E3379879,144,1253.99,116.5,6,3,4,1,2,1.2,Y,1973,BUNG,N,0.0,N,0,Single Garage Attached,,FRAME,"Carpet, Laminate Flooring, Linoleum",326.88,2,144,144,144,F-FIN,Yes,318.98,97.58,400000,318.98,RE/MAX River City,Realty Executives Vision,25,46,612.77,2734TR,"10943 34A Avenue, Edmonton, Alberta, Canada","34A Avenue NW, Strathcona Industrial Park, South Industrial District, Edmonton, Alberta, T6E 5T5, Canada",53.4672865,-113.4707326
34224188,SF,Edmonton,Mcconachie Area,634 MCDONOUGH Link,S,374900,T5Y 0M9,2019-06-04,372500,E4149583,66,1559.26,144.86,8,3,3,2,1,2.1,Y,2011,ST2,SW,0.0,Y,2,"Double Garage Detached, Over Sized",,FRAME,"Carpet, Ceramic Tile, Hardwood",240.43,2,66,65,65,U-FIN,Yes,238.9,99.36,372500,238.9,MaxWell Progressive,NOW Real Estate Group,6,16,304.41,1021110,"634 MCDONOUGH Link, Edmonton, Alberta, Canada","McDonough Link NW, McConachie, Pilot Sound, Edmonton, Alberta, T5Y 0S8, Canada",53.6327986,-113.4271713
37316262,SF,Edmonton,Summerside,8328 23 Avenue,S,362000,T6X 2G2,2017-06-26,378072,E4068432,17,1378.96,128.11,6,3,3,2,1,2.1,Y,2017,ST2,E,0.0,Y,0,Parking Pad Cement/Paved,,FRAME,"Carpet, Ceramic Tile, Hardwood",262.52,2,17,17,17,U-FIN,No,274.17,104.44,378072,274.17,RE/MAX Real Estate,MaxWell Challenge Realty,64,70,0.0,1623316,"8328 23 Avenue, Edmonton, Alberta, Canada","23 Avenue NW, Keheewin, Ermineskin, Kaskitayo, Edmonton, Alberta, T6J 7J7, Canada",53.4540952,-113.5154463
12460697,COND,Edmonton,Carlisle,11404 139 Avenue,S,169900,T5X 3L3,2013-07-05,165000,E3331741,96,990.28,92.0,6,3,3,1,1,1.1,N,1977,ST2,S,0.0,N,0,Stall,Glamorgan Est,FRAME,"Carpet, Linoleum",171.57,2,96,95,95,U-FIN,No,166.62,97.12,165000,166.62,Century 21 Masters,RE/MAX Real Estate,,,256.0,7923230,"11404 139 Avenue, Edmonton, Alberta, Canada","11404, 139 Avenue NW, Carlisle, Castle Downs, Edmonton, Alberta, T5X 4H7, Canada",53.6020824,-113.5180413
14538418,COND,Edmonton,Belmont,13111 34 Street NW,S,209900,T5A 3K1,2018-04-18,209900,E4099487,43,1196.19,111.13,6,3,3,1,1,1.1,N,1976,ST2,E,0.0,N,0,Single Garage Attached,Claregreen Mews,FRAME,"Laminate Flooring, Linoleum, Wall to Wall Carpet",175.47,3,333,329,42,F-FIN,Yes,175.47,100.0,209900,175.47,RE/MAX Real Estate,RE/MAX Real Estate,,,263.03,7621828,"13111 34 Street NW, Edmonton, Alberta, Canada","34 Street NW, Laurel, The Meadows, Edmonton, Alberta, T6L 2N7, Canada",53.4483586,-113.3938856
10535708,SF,Edmonton,Prince Rupert,11411 111A Avenue,S,444800,T5G 0E9,2015-06-12,435000,E3401762,130,1681.54,156.22,6,3,5,2,0,2.0,N,1963,BUNG,N,0.0,Y,2,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile",264.52,1,130,130,130,F-FIN,Yes,258.69,97.8,435000,258.69,Sterling Real Estate,RE/MAX Elite,14B,12,534.99,3159HW,"11411 111A Avenue, Edmonton, Alberta, Canada","11411, 111A Avenue NW, Prince Rupert, Western Mature Area, Edmonton, Alberta, T5G 3E8, Canada",53.5596973,-113.517902
0017579427,SF,Edmonton,Killarney,9220 129B AV,S,275000,T5E 0P5,2024-01-05,285000,E4365760,47,1039.9,96.61,3,3,3,1,0,1.0,N,1959,BUNG,S,0.0,N,0,Single Garage Detached,,FRAME,"Carpet, Laminate Flooring",264.45,2,47,47,47,U-FIN,Yes,274.06,103.64,285000,274.06,REALTORS? Association of Edmonton,Rite Realty,31,50,0.0,4542KS,"9220 129B AV, Edmonton, Alberta, Canada","9220, 129B Avenue NW, Killarney, Northern Mature Area, Edmonton, Alberta, T5E 0Y4, Canada",53.5890895,-113.4843938
0011112794,COND,Edmonton,West Meadowlark Park,1C MEADOWLARK Village,S,159900,T5R 5X3,2022-06-20,169900,E4298030,14,1567.44,145.62,3,3,3,1,1,1.1,N,1970,ST2.5,N,0.0,N,0,Stall,Meadowlark Village,FRAME,"Carpet, Parquet",102.01,3,14,14,14,NBASE,No,108.39,106.25,169900,108.39,Initia Real Estate,Exp Realty,,,174.08,8822712,"1C MEADOWLARK Village, Edmonton, Alberta, Canada","Meadowlark Village, Jasper Place, Edmonton, Alberta, Canada",53.5211678,-113.6076543
38475944,DUPLEX,Edmonton,Rosenthal,1295 ROSENTHAL Boulevard,S,399998,T5T 7N6,2023-12-21,430728,E4357500,106,1267.99,117.8,6,3,3,2,1,2.1,Y,2023,ST2,N,0.0,N,0,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile, Vinyl Plank",315.46,2,106,105,105,U-FIN,Yes,339.69,107.68,430728,339.69,Spalk Real Estate,Royal Lepage Arteam Realty,7,27,0.0,1923107,"1295 ROSENTHAL Boulevard, Edmonton, Alberta, Canada","Rosenthal Boulevard NW, Breckenridge Greens, Rosenthal, Lewis Farms, Edmonton, Alberta, T5T 7C6, Canada",53.5174938,-113.6927915
30625520,SF,Edmonton,Oxford,16116 132 Street,S,439900,T6V 1N7,2018-11-29,426000,E4132844,45,1971.09,183.12,4,3,3,2,1,2.1,Y,2005,ST2,SE,0.0,N,0,"Double Garage Attached, Over Sized",,FRAME,"Carpet, Ceramic Tile, Laminate Flooring",223.18,3,45,45,45,F-FIN,Yes,216.12,96.84,426000,216.12,RE/MAX Elite,MaxWell Polaris,10,16,619.78,424686,"16116 132 Street, Edmonton, Alberta, Canada","16116, 132 Street NW, Oxford, The Palisades, Edmonton, Alberta, T6V 0C9, Canada",53.6233955,-113.5526173
11027695,COND,Edmonton,Oliver,303 9930 113 Street,S,205000,T5K 1W6,2007-03-08,205000,E3080790,19,645.83,60.0,4,1,1,1,0,1.0,N,1969,APART,E,0.0,N,0,Stall,Dorchester House,BLOCK,"Ceramic Tile, Laminate Flooring",317.42,1,19,16,16,NBASE,No,317.42,100.0,205000,317.42,Sutton Premiere Real Estate,Sutton Premiere Real Estate,14,,25.23,8722665,"303 9930 113 Street, Edmonton, Alberta, Canada",,,
35295816,SF,Edmonton,Ambleside,4226 ALLAN Link,S,434600,T6W 2K1,2015-02-20,425000,E3399496,34,1451.94,134.89,6,3,3,2,1,2.1,Y,2012,ST2,E,0.0,N,0,Double Garage Detached,,FRAME,"Carpet, Ceramic Tile",299.32,2,34,34,34,U-FIN,Yes,292.71,97.79,425000,292.71,Royal Lepage Arteam Realty,RE/MAX River City,16,23,371.38,1222864,"4226 ALLAN Link, Edmonton, Alberta, Canada","Allan Link SW, Ambleside, Windermere, Edmonton, Alberta, T6W 0L6, Canada",53.4288958,-113.6002794
13054176,SF,Edmonton,Beaumaris,15915 111 Street,S,387800,T5X 4S5,2017-10-12,383000,E4083439,15,1941.38,180.36,7,3,3,2,1,2.1,Y,1981,ST1.5,W,0.0,Y,2,Double Garage Attached,,FRAME,"Carpet, Linoleum",199.76,2,15,15,15,U-FIN,Yes,197.28,98.76,383000,197.28,RE/MAX Real Estate,Comfree Commonsense Network,50,4,0.0,7920293,"15915 111 Street, Edmonton, Alberta, Canada","111 Street NW, Twin Brooks, Blackmud Creek Ravine, Kaskitayo, Edmonton, Alberta, T6J 7J4, Canada",53.4442048,-113.5171912
11583938,COND,Edmonton,Garneau,10 11016 86 Avenue,S,288900,T6G 0X1,2006-05-04,285000,E3056421,9,1329.34,123.5,2,2,2,1,1,1.1,N,1981,ST2,S,0.0,Y,1,"Heated, Underground",Hycourt,FRAME,"Ceramic Tile, Linoleum, Wall to Wall Carpet",217.33,2,9,9,9,NBASE,Yes,214.39,98.65,285000,214.39,RE/MAX Advantage,RE/MAX Advantage,1,,100.64,8220490,"10 11016 86 Avenue, Edmonton, Alberta, Canada",,,
33653312,DUPLEX,Edmonton,Laurel,2107 32 Street,S,380000,T6T 0K4,2023-06-19,365500,E4334370,74,1173.05,108.98,5,2,3,2,1,2.1,Y,2009,ST2,W,0.0,N,2,"Double Garage Detached, Insulated, Off Street, On Street, Rear Drive Access",,FRAME,"Carpet, Hardwood, Laminate Flooring",323.94,3,83,83,74,F-FIN,Yes,311.58,96.18,365500,311.58,RE/MAX Excellence,MaxWell Polaris,4,50A,356.5,840286,"2107 32 Street, Edmonton, Alberta, Canada","32 Street NW, Rundle Heights, Beverly, Edmonton, Alberta, T5W 4W6, Canada",53.567454,-113.390629
13687884,DUPLEX,Edmonton,Parkdale,11431 87 Street,S,199900,T5B 3M2,2014-10-10,180000,E3375148,148,1361.63,126.5,7,2,3,3,10,4.0,N,1912,ST2,W,10.1,N,0,,,FRAME,"Carpet, Hardwood, Linoleum",146.81,3,148,148,148,F-FIN,No,132.19,90.05,180000,132.19,Royal Lepage Noralta Real Estate,Royal Lepage Noralta Real Estate,86,10,367.89,RN43B,"11431 87 Street, Edmonton, Alberta, Canada","11431, 87 Street NW, Parkdale, Avenue District, Edmonton, Alberta, T5B 0T5, Canada",53.5650429,-113.4746317
0013341193,COND,Edmonton,Downtown,803 10125 109 Street,S,134800,T5J 3P1,2022-10-28,132000,E4310926,63,914.93,85.0,5,2,2,1,0,1.0,N,1981,APART,W,0.0,N,1,Underground,Capital Centre,CONCR,Vinyl Plank,147.33,1,63,63,63,NBASE,No,144.27,97.92,132000,144.27,MaxWell Challenge Realty,Re/Max Excellence,,,0.0,9020932,"803 10125 109 Street, Edmonton, Alberta, Canada",,,
19765578,SF,Edmonton,Highlands,5311 111 Avenue NW,S,299900,T5W 0K4,2004-04-23,292000,E2405552,53,1429.45,132.8,6,3,3,2,0,2.0,N,1956,ST1.5,N,16.8,Y,2,Double Garage Detached,,FRAME,"Ceramic Tile, Hardwood",209.8,3,53,51,51,F-FIN,Yes,204.27,97.37,292000,204.27,Royal Lepage Arteam Realty,RE/MAX River City,37,13,0.0,633HW,"5311 111 Avenue NW, Edmonton, Alberta, Canada","5311, 111 Avenue NW, Highlands, Greater Highlands, Edmonton, Alberta, T5W 0K8, Canada",53.5657524,-113.4241174
30005103,SF,Edmonton,Ellerslie,204 85 Street,S,359800,T6X 1H5,2008-07-21,357000,E3152364,17,1398.23,129.9,6,3,3,2,1,2.1,Y,2004,ST2,E,0.0,Y,2,Double Garage Detached,,FRAME,"Carpet, Laminate Flooring, Linoleum",257.33,2,17,17,17,P-FIN,Yes,255.32,99.22,357000,255.32,RE/MAX River City,RE/MAX Elite,6,22,322.76,323865,"204 85 Street, Edmonton, Alberta, Canada","204, 85 Street SW, Ellerslie Crossing, Ellerslie, Edmonton, Alberta, T6X 0C5, Canada",53.4316611,-113.4634506
10064343,SF,Edmonton,Crestwood,9438 144 Street,S,898000,T5R 0R9,2009-06-12,860000,E3174891,120,1769.59,164.4,5,1,3,2,1,2.1,Y,2007,BUNG,E,0.0,Y,2,Double Garage Detached,,FRAME,"Carpet, Hardwood",507.46,2,120,120,120,F-FIN,Yes,485.99,95.77,860000,485.99,MaxWell Progressive,RE/MAX River City,106,12,615.19,331KS,"9438 144 Street, Edmonton, Alberta, Canada","144 Street NW, Grovenor, Western Mature Area, Edmonton, Alberta, T5N 2V3, Canada",53.5451707,-113.5691855
26366659,COND,Edmonton,Garneau,204 10939 82 Avenue,S,359000,T6G 0S7,2008-04-15,348300,E3135305,23,1194.79,111.0,5,2,2,2,0,2.0,Y,1995,APRTM,W,0.0,Y,1,Underground,Garneau Court,FRAME,"Carpet, Linoleum",300.47,2,23,23,23,,No,291.51,97.02,348300,291.51,MaxWell Devonshire,RE/MAX River City,,,46.33,9521518,"204 10939 82 Avenue, Edmonton, Alberta, Canada",,,
12754875,COND,Edmonton,Sakaw,1117 62 Street,S,219900,T6L 2H7,2010-05-06,219000,E3221283,17,1158.2,107.6,6,3,3,1,1,1.1,N,1978,ST2,W,0.0,Y,0,Stall,Balmoral Lane,FRAME,"Carpet, Laminate Flooring, Linoleum",189.86,2,17,10,10,U-FIN,No,189.09,99.59,219000,189.09,Edmonton Real Estate Group Inc,Royal Lepage Arteam Realty,,,241.83,7921823,"1117 62 Street, Edmonton, Alberta, Canada","1117, 62 Street NW, Sakaw, Millhurst, Mill Woods, Edmonton, Alberta, T6L 0B1, Canada",53.4411429,-113.4323805
29164118,COND,Edmonton,Canossa,1 16933 115 Street NW,S,159900,T5X 6E3,2003-09-13,161000,E2323967,4,1205.56,112.0,6,3,3,1,1,1.1,N,2002,ST2,N,0.0,N,1,"Insulated, Single Garage Attached",Coventry Court,FRAME,"Laminate Flooring, Linoleum, Wall to Wall Carpet",132.64,2,4,2,2,U-FIN,Yes,133.55,100.69,161000,133.55,MaxWell Polaris,RE/MAX Real Estate,1,,0.0,220043,"1 16933 115 Street NW, Edmonton, Alberta, Canada",,,
32854820,DUPLEX,Edmonton,Walker,1718 64 Street,S,329000,T6X 0M8,2013-08-28,325500,E3347983,23,1308.03,121.52,6,3,3,1,1,1.1,N,2009,ST2,E,0.0,N,0,Single Garage Attached,,FRAME,"Carpet, Ceramic Tile, Hardwood",251.52,2,23,22,22,U-FIN,Yes,248.85,98.94,325500,248.85,Royal Lepage Noralta Real Estate,Marv Sather Real Estate Ltd,12,16A,280.05,729907,"1718 64 Street, Edmonton, Alberta, Canada","64 Street NW, Highlands, Greater Highlands, Edmonton, Alberta, T5W 4C2, Canada",53.5685106,-113.4386552
